Experiment,Memory,Runtime,Detection delay,TP,FP,FN,Parameter
NO_DETECTION,320.0,33.91984900008538,,0.0,0.0,0.0,0.05210526315789474
PageHinkley,960.0,36.33990800153697,,0.0,1.0,0.0,0.05210526315789474
RDDM,64024.0,53.48951799896895,,0.0,2.0,0.0,0.05210526315789474
SeqDrift2,30272.0,45.05481800151756,,0.0,1.0,0.0,0.05210526315789474
ADWIN,6480.0,66.5753860012046,,0.0,1.0,0.0,0.05210526315789474
BWAF,1024.0,99.17205599776935,,0.0,2.0,0.0,0.05210526315789474
CDDM,8944.0,93.22939000048791,,0.0,0.0,0.0,0.05210526315789474
CUSUM,880.0,35.09016300085932,,0.0,1.0,0.0,0.05210526315789474
DDM,904.0,36.865240002953215,,0.0,1.0,0.0,0.05210526315789474
EDDM,1440.0,33.853427001304226,,0.0,4.0,0.0,0.05210526315789474
EWMA,960.0,52.27471800026251,,0.0,8.0,0.0,0.05210526315789474
FHDDM,1744.0,48.43968999921344,,0.0,0.0,0.0,0.05210526315789474
FHDDMS,1920.0,53.24924600063241,,0.0,1.0,0.0,0.05210526315789474
FHDDMS.add,1224.0,39.753916000336176,,0.0,1.0,0.0,0.05210526315789474
HDDM.A.test,1296.0,51.76576799931354,,0.0,1.0,0.0,0.05210526315789474
HDDM.W.test,2520.0,51.864604000002146,,0.0,0.0,0.0,0.05210526315789474
MDDM.A.100,1976.0,87.56371500203386,,0.0,1.0,0.0,0.05210526315789474
MDDM.E.100,1968.0,64.39277499885065,,0.0,1.0,0.0,0.05210526315789474
MDDM.G.100,1968.0,68.60931800110848,,0.0,0.0,0.0,0.05210526315789474
NO_DETECTION,320.0,45.336411996686365,,0.0,0.0,0.0,0.05210526315789474
PageHinkley,960.0,48.77870400014217,,0.0,1.0,0.0,0.05210526315789474
RDDM,63976.0,39.17461499804631,,0.0,3.0,0.0,0.05210526315789474
SeqDrift2,30272.0,45.41955799868447,,0.0,1.0,0.0,0.05210526315789474
ADWIN,6632.0,65.33321599999908,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,99.34856899781153,,0.0,2.0,0.0,0.10421052631578948
CDDM,8944.0,94.12629799771821,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,35.02994600057718,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,36.539499000355136,,0.0,2.0,0.0,0.10421052631578948
EDDM,1472.0,43.330129999958444,,0.0,6.0,0.0,0.10421052631578948
EWMA,960.0,40.32827100309078,,0.0,5.0,0.0,0.10421052631578948
FHDDM,1744.0,35.94801000144798,,0.0,1.0,0.0,0.10421052631578948
FHDDMS,1920.0,52.32209299720125,,0.0,1.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,39.91453100024955,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1296.0,50.01462699874537,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,52.83771700123907,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,86.87052099776338,,0.0,1.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,76.72702799754916,,0.0,1.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,85.11176199681358,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,33.35794799932046,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.4847639973741,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,39.48197000136133,,0.0,1.0,0.0,0.10421052631578948
SeqDrift2,30272.0,45.429195000906475,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6512.0,64.57920100001502,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,100.20514000279945,,0.0,3.0,0.0,0.10421052631578948
CDDM,8944.0,93.12421099821222,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,48.8592020010401,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,37.527085001784144,,0.0,1.0,0.0,0.10421052631578948
EDDM,1440.0,34.062342001561774,,0.0,5.0,0.0,0.10421052631578948
EWMA,960.0,39.95157300232677,,0.0,3.0,0.0,0.10421052631578948
FHDDM,1744.0,36.07858800023678,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,51.03411600066465,,0.0,0.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,39.226811000844464,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1232.0,49.66713199974038,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,51.64805499953218,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,105.3035950026242,,0.0,0.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,64.85911400159239,,0.0,0.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,68.27417399836122,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,32.57740399931208,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.3699159968528,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,39.30307699920377,,0.0,2.0,0.0,0.10421052631578948
SeqDrift2,30272.0,46.18447899702005,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6568.0,65.35920699752751,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,108.3849239985284,,0.0,4.0,0.0,0.10421052631578948
CDDM,8944.0,104.08787100095651,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,36.59855200021411,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,37.079752000863664,,0.0,2.0,0.0,0.10421052631578948
EDDM,1472.0,33.67825600071228,,0.0,6.0,0.0,0.10421052631578948
EWMA,960.0,39.92098099843133,,0.0,3.0,0.0,0.10421052631578948
FHDDM,1744.0,37.10159000183921,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,53.59136199695058,,0.0,1.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,40.64794800069649,,0.0,1.0,0.0,0.10421052631578948
HDDM.A.test,1264.0,50.29673900207854,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,51.524997001251904,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,90.89693400164833,,0.0,0.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,65.86373100071796,,0.0,0.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,69.46425400019507,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,33.56626800086815,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,34.86960599911981,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,39.23115699944901,,0.0,2.0,0.0,0.10421052631578948
SeqDrift2,30272.0,60.93511099970783,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6544.0,65.24233700110926,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,99.47033699791064,,0.0,2.0,0.0,0.10421052631578948
CDDM,8944.0,93.3857820018602,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,36.69369599811034,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,36.8748319997394,,0.0,1.0,0.0,0.10421052631578948
EDDM,1440.0,34.66230199774145,,0.0,5.0,0.0,0.10421052631578948
EWMA,960.0,40.30219700143789,,0.0,5.0,0.0,0.10421052631578948
FHDDM,1024.0,47.927792998962104,,0.0,1.0,0.0,0.10421052631578948
FHDDMS,1920.0,54.32215299879317,,0.0,0.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,41.74190499907127,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1264.0,49.596200999076245,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,52.706270002090605,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,86.74098199844593,,0.0,1.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,65.62299900178914,,0.0,1.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,70.55561599918292,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,43.79374099880806,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,37.07233499881113,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,41.10268799922778,,0.0,1.0,0.0,0.10421052631578948
SeqDrift2,30272.0,45.80797699964023,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6512.0,65.33974100238993,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,100.39831199901528,,0.0,3.0,0.0,0.10421052631578948
CDDM,8944.0,93.10410600301111,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,35.670062999997754,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,48.824348999914946,,0.0,2.0,0.0,0.10421052631578948
EDDM,1472.0,34.82017399801407,,0.0,1.0,0.0,0.10421052631578948
EWMA,960.0,43.08575200047926,,0.0,5.0,0.0,0.10421052631578948
FHDDM,1744.0,38.816505002614576,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,53.054358999361284,,0.0,1.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,40.567207001004135,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1264.0,50.910887999634724,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,52.440044997638324,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,93.63155599930906,,0.0,1.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,63.812962998781586,,0.0,1.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,68.06668900026125,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,32.99830700052553,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.846449001837755,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,39.0869830007432,,0.0,4.0,0.0,0.10421052631578948
SeqDrift2,30272.0,45.30563299704227,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6576.0,65.91279900021618,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,110.34666400155402,,0.0,1.0,0.0,0.10421052631578948
CDDM,8944.0,122.76573800045298,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,48.60158399969805,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,37.40465300143114,,0.0,1.0,0.0,0.10421052631578948
EDDM,1472.0,33.493966999230906,,0.0,5.0,0.0,0.10421052631578948
EWMA,960.0,40.31947899784427,,0.0,4.0,0.0,0.10421052631578948
FHDDM,1744.0,36.24766500070109,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,53.588490998663474,,0.0,0.0,0.0,0.10421052631578948
FHDDMS.add,1216.0,40.05989500001306,,0.0,1.0,0.0,0.10421052631578948
HDDM.A.test,1232.0,49.75802800254314,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,51.82494200198562,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,103.56006599977263,,0.0,1.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,66.0606720011856,,0.0,0.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,66.81583799945656,,0.0,1.0,0.0,0.10421052631578948
NO_DETECTION,320.0,33.1234149998636,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.154997000063304,,0.0,1.0,0.0,0.10421052631578948
RDDM,64088.0,39.15754300032859,,0.0,3.0,0.0,0.10421052631578948
SeqDrift2,30272.0,45.234893001179444,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6504.0,65.6637550018786,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,100.70329200243577,,0.0,3.0,0.0,0.10421052631578948
CDDM,8944.0,99.64261799905216,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,36.896090998197906,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,37.754820001282496,,0.0,3.0,0.0,0.10421052631578948
EDDM,1472.0,34.62075800052844,,0.0,1.0,0.0,0.10421052631578948
EWMA,960.0,39.913101001729956,,0.0,6.0,0.0,0.10421052631578948
FHDDM,1744.0,35.72376200099825,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,53.08054700071807,,0.0,1.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,39.74603599999682,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1200.0,49.49038700215169,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,52.11292300009518,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,90.37664299830794,,0.0,0.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,65.27673299933667,,0.0,0.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,66.94799599790713,,0.0,1.0,0.0,0.10421052631578948
NO_DETECTION,320.0,32.84398400137434,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.89539200038416,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,39.43319300014991,,0.0,3.0,0.0,0.10421052631578948
SeqDrift2,30272.0,57.95783600115101,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6592.0,66.274478998821,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,98.9438920005341,,0.0,2.0,0.0,0.10421052631578948
CDDM,8944.0,94.1782290028641,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,35.85326599932159,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,37.03238700109068,,0.0,1.0,0.0,0.10421052631578948
EDDM,1472.0,34.00232599960873,,0.0,3.0,0.0,0.10421052631578948
EWMA,960.0,40.800161001243396,,0.0,3.0,0.0,0.10421052631578948
FHDDM,1744.0,38.76083799696062,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,62.4294720000762,,0.0,1.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,40.191128999140346,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1264.0,49.446220000390895,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,51.56139999962761,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,89.2639550002059,,0.0,1.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,67.54344300134107,,0.0,0.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,70.80362700071419,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,33.77048800030025,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,47.88784500124166,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,40.09948000020813,,0.0,2.0,0.0,0.10421052631578948
SeqDrift2,30272.0,45.83159699905082,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6624.0,64.29819699769723,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,99.38083099768846,,0.0,3.0,0.0,0.10421052631578948
CDDM,8944.0,92.14401799908956,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,35.92661899892846,,0.0,1.0,0.0,0.10421052631578948
DDM,856.0,37.15686800205731,,0.0,2.0,0.0,0.10421052631578948
EDDM,1472.0,37.28226699968218,,0.0,3.0,0.0,0.10421052631578948
EWMA,960.0,40.703951999603305,,0.0,4.0,0.0,0.10421052631578948
FHDDM,1360.0,37.2377530002268,,0.0,1.0,0.0,0.10421052631578948
FHDDMS,1920.0,55.26791900047101,,0.0,0.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,40.40121200159774,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1296.0,49.5507039995573,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,52.11418900216813,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,88.17424300286802,,0.0,1.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,78.83020499866689,,0.0,1.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,70.24133499726304,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,32.806194001750555,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.05659599977662,,0.0,1.0,0.0,0.10421052631578948
RDDM,63976.0,39.34899600062636,,0.0,1.0,0.0,0.10421052631578948
SeqDrift2,30272.0,44.95379600120941,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6536.0,65.55388800188666,,0.0,1.0,0.0,0.10421052631578948
BWAF,1024.0,98.68673700111685,,0.0,2.0,0.0,0.10421052631578948
CDDM,8944.0,126.09692700061714,,0.0,0.0,0.0,0.10421052631578948
CUSUM,880.0,36.27944999971078,,0.0,1.0,0.0,0.10421052631578948
DDM,904.0,37.05738799908431,,0.0,1.0,0.0,0.10421052631578948
EDDM,1440.0,33.90473899708013,,0.0,5.0,0.0,0.10421052631578948
EWMA,960.0,39.66764299912029,,0.0,8.0,0.0,0.10421052631578948
FHDDM,1744.0,35.04190099920379,,0.0,0.0,0.0,0.10421052631578948
FHDDMS,1920.0,53.17432099764119,,0.0,0.0,0.0,0.10421052631578948
FHDDMS.add,1224.0,40.86174899930484,,0.0,0.0,0.0,0.10421052631578948
HDDM.A.test,1264.0,49.83961199832265,,0.0,1.0,0.0,0.10421052631578948
HDDM.W.test,2520.0,60.445330000220565,,0.0,0.0,0.0,0.10421052631578948
MDDM.A.100,1976.0,90.88983599940548,,0.0,0.0,0.0,0.10421052631578948
MDDM.E.100,1968.0,66.49203000051784,,0.0,0.0,0.0,0.10421052631578948
MDDM.G.100,1968.0,68.70009799968102,,0.0,0.0,0.0,0.10421052631578948
NO_DETECTION,320.0,33.292688996880315,,0.0,0.0,0.0,0.10421052631578948
PageHinkley,960.0,35.43598800024483,,0.0,1.0,0.0,0.10421052631578948
RDDM,64024.0,38.94593799850554,,0.0,1.0,0.0,0.10421052631578948
SeqDrift2,30272.0,45.874458002799656,,0.0,1.0,0.0,0.10421052631578948
ADWIN,6600.0,77.76551400093012,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,99.87233499850845,,0.0,5.0,0.0,0.1563157894736842
CDDM,8944.0,91.98600399759016,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,37.17231699920376,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,37.385815998277394,,0.0,1.0,0.0,0.1563157894736842
EDDM,1472.0,33.549947998835705,,0.0,5.0,0.0,0.1563157894736842
EWMA,960.0,39.51073099960922,,0.0,5.0,0.0,0.1563157894736842
FHDDM,1744.0,35.759204998612404,,0.0,0.0,0.0,0.1563157894736842
FHDDMS,1920.0,55.29074299920467,,0.0,1.0,0.0,0.1563157894736842
FHDDMS.add,1224.0,50.70586899819318,,0.0,0.0,0.0,0.1563157894736842
HDDM.A.test,1264.0,50.05633299879264,,0.0,1.0,0.0,0.1563157894736842
HDDM.W.test,2520.0,52.02886600091006,,0.0,0.0,0.0,0.1563157894736842
MDDM.A.100,1976.0,91.92946799885249,,0.0,1.0,0.0,0.1563157894736842
MDDM.E.100,1968.0,67.83935199928237,,0.0,0.0,0.0,0.1563157894736842
MDDM.G.100,1968.0,72.6831879983365,,0.0,0.0,0.0,0.1563157894736842
NO_DETECTION,320.0,33.63677699962864,,0.0,0.0,0.0,0.1563157894736842
PageHinkley,960.0,34.99930800171569,,0.0,1.0,0.0,0.1563157894736842
RDDM,64024.0,51.994868998008315,,0.0,3.0,0.0,0.1563157894736842
SeqDrift2,30272.0,59.90881899924716,,0.0,1.0,0.0,0.1563157894736842
ADWIN,6568.0,64.15888299670769,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,100.36890999981551,,0.0,1.0,0.0,0.1563157894736842
CDDM,8944.0,94.11962800004403,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,36.30640999836032,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,38.46434099978069,,0.0,2.0,0.0,0.1563157894736842
EDDM,1472.0,33.50015400064876,,0.0,5.0,0.0,0.1563157894736842
EWMA,960.0,42.3131409988855,,0.0,6.0,0.0,0.1563157894736842
FHDDM,1744.0,43.06130999975721,,0.0,0.0,0.0,0.1563157894736842
FHDDMS,1920.0,52.27954599831719,,0.0,0.0,0.0,0.1563157894736842
FHDDMS.add,1224.0,39.417929998307955,,0.0,0.0,0.0,0.1563157894736842
HDDM.A.test,1296.0,49.35782000029576,,0.0,1.0,0.0,0.1563157894736842
HDDM.W.test,2520.0,51.926158001151634,,0.0,0.0,0.0,0.1563157894736842
MDDM.A.100,1976.0,91.79276400027447,,0.0,0.0,0.0,0.1563157894736842
MDDM.E.100,1968.0,65.35114299913403,,0.0,1.0,0.0,0.1563157894736842
MDDM.G.100,1968.0,68.29327200102853,,0.0,1.0,0.0,0.1563157894736842
NO_DETECTION,320.0,33.28346899797907,,0.0,0.0,0.0,0.1563157894736842
PageHinkley,960.0,35.438093000266235,,0.0,1.0,0.0,0.1563157894736842
RDDM,64024.0,39.257628999621375,,0.0,1.0,0.0,0.1563157894736842
SeqDrift2,30272.0,46.24498699922697,,0.0,1.0,0.0,0.1563157894736842
ADWIN,6560.0,65.42948599962983,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,99.8070080022444,,0.0,3.0,0.0,0.1563157894736842
CDDM,8944.0,94.14206800283864,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,39.79090499706217,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,38.074151998443995,,0.0,1.0,0.0,0.1563157894736842
EDDM,1472.0,35.00848800103995,,0.0,2.0,0.0,0.1563157894736842
EWMA,960.0,40.706432999286335,,0.0,2.0,0.0,0.1563157894736842
FHDDM,1744.0,35.552946999814594,,0.0,0.0,0.0,0.1563157894736842
FHDDMS,1920.0,55.28448000040953,,0.0,0.0,0.0,0.1563157894736842
FHDDMS.add,1224.0,39.52361800111248,,0.0,0.0,0.0,0.1563157894736842
HDDM.A.test,1232.0,50.19375999836484,,0.0,1.0,0.0,0.1563157894736842
HDDM.W.test,2520.0,51.85410099875298,,0.0,0.0,0.0,0.1563157894736842
MDDM.A.100,1976.0,102.38829299851204,,0.0,1.0,0.0,0.1563157894736842
MDDM.E.100,1968.0,68.86976399982814,,0.0,0.0,0.0,0.1563157894736842
MDDM.G.100,1968.0,67.98829300169018,,0.0,1.0,0.0,0.1563157894736842
NO_DETECTION,320.0,32.89313799905358,,0.0,0.0,0.0,0.1563157894736842
PageHinkley,960.0,35.55933900133823,,0.0,1.0,0.0,0.1563157894736842
RDDM,64024.0,39.48699699685676,,0.0,3.0,0.0,0.1563157894736842
SeqDrift2,30272.0,45.53333000148996,,0.0,1.0,0.0,0.1563157894736842
ADWIN,6632.0,66.2301899974409,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,100.57949800102506,,0.0,2.0,0.0,0.1563157894736842
CDDM,8944.0,121.25047099834774,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,36.61566600203514,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,37.47631499936688,,0.0,2.0,0.0,0.1563157894736842
EDDM,1472.0,33.18985700025223,,0.0,2.0,0.0,0.1563157894736842
EWMA,960.0,39.57581500071683,,0.0,8.0,0.0,0.1563157894736842
FHDDM,1744.0,35.77166999821202,,0.0,0.0,0.0,0.1563157894736842
FHDDMS,1920.0,54.937307999352925,,0.0,0.0,0.0,0.1563157894736842
FHDDMS.add,1056.0,39.834603001509095,,0.0,1.0,0.0,0.1563157894736842
HDDM.A.test,1232.0,50.6472950000898,,0.0,1.0,0.0,0.1563157894736842
HDDM.W.test,2520.0,62.897780000639614,,0.0,0.0,0.0,0.1563157894736842
MDDM.A.100,1976.0,104.97380300148507,,0.0,0.0,0.0,0.1563157894736842
MDDM.E.100,1968.0,66.43062099828967,,0.0,0.0,0.0,0.1563157894736842
MDDM.G.100,1968.0,69.91602900234284,,0.0,0.0,0.0,0.1563157894736842
NO_DETECTION,320.0,32.861306997801876,,0.0,0.0,0.0,0.1563157894736842
PageHinkley,960.0,35.32024300147896,,0.0,1.0,0.0,0.1563157894736842
RDDM,64024.0,39.26067499924102,,0.0,1.0,0.0,0.1563157894736842
SeqDrift2,30272.0,45.57873999874573,,0.0,1.0,0.0,0.1563157894736842
ADWIN,6592.0,64.94715000008,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,109.07987800237606,,0.0,3.0,0.0,0.1563157894736842
CDDM,8944.0,92.15185499851941,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,36.221343998477096,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,39.13509899939527,,0.0,2.0,0.0,0.1563157894736842
EDDM,1472.0,33.95298800023738,,0.0,3.0,0.0,0.1563157894736842
EWMA,960.0,39.499897000496276,,0.0,3.0,0.0,0.1563157894736842
FHDDM,1744.0,36.509443998511415,,0.0,0.0,0.0,0.1563157894736842
FHDDMS,1920.0,50.304624001000775,,0.0,1.0,0.0,0.1563157894736842
FHDDMS.add,1224.0,40.406465999694774,,0.0,0.0,0.0,0.1563157894736842
HDDM.A.test,1296.0,60.950401002628496,,0.0,1.0,0.0,0.1563157894736842
HDDM.W.test,2520.0,51.90648400093778,,0.0,0.0,0.0,0.1563157894736842
MDDM.A.100,1976.0,90.61531000043033,,0.0,0.0,0.0,0.1563157894736842
MDDM.E.100,1968.0,66.30337900060113,,0.0,0.0,0.0,0.1563157894736842
MDDM.G.100,1968.0,67.77984399741399,,0.0,1.0,0.0,0.1563157894736842
NO_DETECTION,320.0,33.69221200046013,,0.0,0.0,0.0,0.1563157894736842
PageHinkley,960.0,36.77925400188542,,0.0,1.0,0.0,0.1563157894736842
RDDM,64024.0,39.98504600167507,,0.0,1.0,0.0,0.1563157894736842
SeqDrift2,30272.0,58.1977019974147,,0.0,1.0,0.0,0.1563157894736842
ADWIN,6688.0,64.6799150017614,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,99.32696800024132,,0.0,2.0,0.0,0.1563157894736842
CDDM,8944.0,93.72811700086459,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,35.824287002469646,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,37.27702800097177,,0.0,2.0,0.0,0.1563157894736842
EDDM,1408.0,35.74240499801817,,0.0,6.0,0.0,0.1563157894736842
EWMA,960.0,40.11364899997716,,0.0,5.0,0.0,0.1563157894736842
FHDDM,1744.0,42.67024899672833,,0.0,1.0,0.0,0.1563157894736842
FHDDMS,1920.0,54.880972998944344,,0.0,0.0,0.0,0.1563157894736842
FHDDMS.add,1224.0,39.60898100194754,,0.0,1.0,0.0,0.1563157894736842
HDDM.A.test,1232.0,50.563881999551086,,0.0,1.0,0.0,0.1563157894736842
HDDM.W.test,2520.0,52.16365099840914,,0.0,0.0,0.0,0.1563157894736842
MDDM.A.100,1976.0,90.86834700065083,,0.0,0.0,0.0,0.1563157894736842
MDDM.E.100,1968.0,66.4848209999036,,0.0,0.0,0.0,0.1563157894736842
MDDM.G.100,1968.0,68.63941600022372,,0.0,1.0,0.0,0.1563157894736842
NO_DETECTION,320.0,46.1938199987344,,0.0,0.0,0.0,0.1563157894736842
PageHinkley,960.0,47.49996899772668,,0.0,1.0,0.0,0.1563157894736842
RDDM,64024.0,39.40544199940632,,0.0,2.0,0.0,0.1563157894736842
SeqDrift2,30272.0,45.39091199694667,,0.0,1.0,0.0,0.1563157894736842
ADWIN,6624.0,66.20695400124532,,0.0,1.0,0.0,0.1563157894736842
BWAF,1024.0,99.46203200161108,,0.0,1.0,0.0,0.1563157894736842
CDDM,8944.0,94.15637100028107,,0.0,0.0,0.0,0.1563157894736842
CUSUM,880.0,35.261143999377964,,0.0,1.0,0.0,0.1563157894736842
DDM,904.0,36.96888699778356,,0.0,1.0,0.0,0.1563157894736842
EDDM,1472.0,39.42582799936645,,0.0,2.0,0.0,0.1563157894736842
EWMA,960.0,39.367145000142045,,0.0,5.0,0.0,0.1563157894736842
FHDDM,1744.0,35.67037099855952,,0.0,0.0,0.0,0.1563157894736842
